campus_id,campus_name,hospital_name,province,province_en,city,city_en,evidence_year,bed_value,status_event,source_urls
C1C000001,莱州市中医医院,莱州市中医医院,山东省,Shandong,烟台市,Yantai,2019,416,,https://wjw.yantai.gov.cn/art/2019/12/2/art_5675_2564094.html
C1C000001,莱州市中医医院,莱州市中医医院,山东省,Shandong,烟台市,Yantai,2024,606,,https://www.yantai.gov.cn/art/2024/7/5/art_83287_3202636.html
C45C0003,昆明同仁医院（广福路院区）,昆明同仁医院,云南省,Yunnan,昆明市,Kunming,2024,500,,https://www.sohu.com/a/823723639_120671058
C45C0004,昆明安琪儿妇产医院（西站院区）,昆明安琪儿妇产医院,云南省,Yunnan,昆明市,Kunming,2023,200,,https://www.hf960.com/n156953c93.aspx
C45C0005,昆明市第二人民医院（北院区）,昆明市第二人民医院,云南省,Yunnan,昆明市,Kunming,2024,1042,,https://m.zhaotong.huatu.com/2024/0507/1809523.html
C45C0006,玉溪市第二人民医院（星云路院区）,玉溪市第二人民医院,云南省,Yunnan,玉溪市,Yuxi,2022,772,,https://www.yuxi.gov.cn/yxszfxxgk/ysjsgk/20220228/1333477.html|https://www.yuxi.gov.cn/yxszfxxgk/ysjsgk/20231026/1483352.html
C45C0006,玉溪市第二人民医院（星云路院区）,玉溪市第二人民医院,云南省,Yunnan,玉溪市,Yuxi,2024,720,,https://m.huatu.com/ylws/yldw_zkxx/20241108/2787978.html
C45C0007,红河州第二人民医院（泽园院区）,红河哈尼族彝族自治州第二人民医院,云南省,Yunnan,红河哈尼族彝族自治州,Honghe Hani and Yi Autonomous Prefecture,2023,1400,,https://www.hh.gov.cn/info/11371/638292.htm
C45C0008,迪庆藏族自治州人民医院（池慈卡街院区）,迪庆藏族自治州人民医院,云南省,Yunnan,迪庆藏族自治州,Diqing Tibetan Autonomous Prefecture,2022,386,,https://www.xianggelila.gov.cn/zfxxgk_xglls_xzdz/fdzdgknr/xzzfxxgk/ygbmfwxx/202207/20220731_181032.html
C45C0008,迪庆藏族自治州人民医院（池慈卡街院区）,迪庆藏族自治州人民医院,云南省,Yunnan,迪庆藏族自治州,Diqing Tibetan Autonomous Prefecture,2024,386,,https://www.xianggelila.gov.cn/zfxxgk_xglls_xzdz/fdzdgknr/xzzfxxgk/ygbmfwxx/202401/20240126_197698.html
C45C0010,内蒙古自治区第四医院（本部）,内蒙古自治区第四医院,内蒙古自治区,Inner Mongolia,呼和浩特市,Huhehaote,2024,500,,https://www.ccgp-neimenggu.gov.cn/gpx-bid-file/150001/gpx-tender/2024/7/3/402881cc9062e79c01907773d1bc4023.pdf?accessCode=ba8724e770c9b92850b9ad5eabf23e0a
C45C0011,呼和浩特市第二医院（五里营院区）,呼和浩特市第二医院,内蒙古自治区,Inner Mongolia,呼和浩特市,Huhehaote,2019,400,,https://www.eoffcn.com/kszx/gonggao/957975.html
C45C0012,通辽市传染病医院（通兴路院区）,通辽市传染病医院,内蒙古自治区,Inner Mongolia,通辽市,Tongliao,2023,378,,https://www.tongliao.gov.cn/zwgk/zfxxgk/fdzdgknr/zdlyxx/ggqsydwxxgk/wsjkly/202302/t20230224_137135.html
C45C0013,鄂尔多斯市中医医院（康巴什部）,鄂尔多斯市中医医院,内蒙古自治区,Inner Mongolia,鄂尔多斯市,Eerduosi,2023,426,,https://www.erdoszyyy.org.cn/yyzx/Info/32/450
C45C0015,北京市健宫医院（儒福里院区）,北京市健宫医院,北京市,Beijing,北京市,Beijing,2024,409,,https://www.tjwsrc.com/system/2024/06/26/030141972.shtml
C45C0017,白山市中医院（长白山大街3052号院区）,白山市中医院,吉林省,Jilin,白山市,Baishan,2024,500,,https://www.rsks.cn/shehui/yiliao/36083.html
C45C0018,长春中医药大学附属第三临床医院（净月大街院区）,长春中医药大学附属第三临床医院,吉林省,Jilin,长春市,Changchun,2023,1115,open,https://jltcm.jl.gov.cn/xwdt/jcgz/202309/t20230927_2648801.html|https://jltcm.jl.gov.cn/zwgk/zfxxgkzl/fdzdgknr/xzxkjg/202312/t20231205_2928955.html
C45C0019,亳州市中医院（总院区）,亳州市中医院,安徽省,Anhui,亳州市,Bozhou,2024,1113,,https://www.ahbzszyy.com/about.aspx?PID=373
C45C0022,安徽省皖南康复医院（赭山东路院区）,安徽省皖南康复医院（芜湖市第五人民医院）,安徽省,Anhui,芜湖市,Wuhu,2023,850,,https://3g.kq36.com/25/184492
C45C0023,蚌埠市第一人民医院（涂山路院区）,蚌埠市第一人民医院,安徽省,Anhui,蚌埠市,Bengbu,2023,1300,,https://www.xyl2002.com/xxzs/27261.html
C45C0024,安徽医科大学附属阜阳医院（黄山路院区）,安徽医科大学附属阜阳医院,安徽省,Anhui,阜阳市,Fuyang,2023,1000,,https://ah.huatu.com/2023/0302/2556380.html
C45C0024,安徽医科大学附属阜阳医院（黄山路院区）,安徽医科大学附属阜阳医院,安徽省,Anhui,阜阳市,Fuyang,2024,1000,,https://ah.huatu.com/2024/0202/2808894.html
C45C0025,阜阳市中医医院（中清路院区）,阜阳市中医医院,安徽省,Anhui,阜阳市,Fuyang,2023,650,,https://csp.ncmi.cn/WebManage/StrokeRecognition/CzdtUUDetailWeb?type=&uid=31593
C45C0026,临沂市精神卫生中心（前十街院区）,临沂市精神卫生中心（临沂市第四人民医院）,山东省,Shandong,临沂市,Linyi,2024,1500,,https://jyzd.jnmc.edu.cn/2024/1220/c988a163977/pagem.htm
C45C0027,临沂市肿瘤医院（河东院区）,临沂市肿瘤医院,山东省,Shandong,临沂市,Linyi,2020,1000,,https://www.linyi.gov.cn/info/9684/338398.htm
C45C0028,威海市立医院（和平路院区）,威海市立医院,山东省,Shandong,威海市,Weihai,2022,1811,,https://www.weihai.gov.cn/art/2022/6/29/art_79840_2880598.html
C45C0028,威海市立医院（和平路院区）,威海市立医院,山东省,Shandong,威海市,Weihai,2024,2400,,https://wsjkw.weihai.gov.cn/art/2024/11/1/art_78865_4998986.html
C45C0029,曲阜市中医院总院区,曲阜市中医院,山东省,Shandong,济宁市,Jining,2023,516,,https://www.jining.gov.cn/art/2023/6/8/art_82313_2841796.html
C45C0029,曲阜市中医院总院区,曲阜市中医院,山东省,Shandong,济宁市,Jining,2024,516,,https://www.jining.gov.cn/art/2024/4/15/art_82313_2878417.html
C45C0030,高密市中医院主院区,高密市中医院,山东省,Shandong,潍坊市,Weifang,2024,805,,https://www.sohu.com/a/788792892_121218495
C45C0032,烟台市心理康复医院莱阳主院区,烟台市心理康复医院,山东省,Shandong,烟台市,Yantai,2020,450,,https://www.yantai.gov.cn/art/2020/12/31/art_43244_2967355.html
C45C0035,太原市第四人民医院主院区,太原市第四人民医院,山西省,Shanxi,太原市,Taiyuan,2021,440,,https://ncrcid.org.cn/Item/7349.aspx|https://www.ncrcid.org.cn/Item/7349.aspx
C45C0036,忻州市中医医院主院区,忻州市中医医院,山西省,Shanxi,忻州市,Xinzhou,2024,400,,https://y.dxy.cn/hospital/1428
C45C0037,晋中市中医院主院区,晋中市中医院,山西省,Shanxi,晋中市,Jinzhong,2020,550,,https://www.5rc.com/zhaokao/246519/
C45C0037,晋中市中医院主院区,晋中市中医院,山西省,Shanxi,晋中市,Jinzhong,2022,550,,https://m.jinbiaochi.com/qgylws/news_363728.html
C45C0037,晋中市中医院主院区,晋中市中医院,山西省,Shanxi,晋中市,Jinzhong,2024,550,,https://health.baidu.com/doctordec/hosintro/1001972|https://qgsydw.com/qgsydw/recruit/comrecruit/20240108/115215.html
C45C0038,广西医科大学附属武鸣医院（永宁路院区）,广西医科大学附属武鸣医院,广西壮族自治区,Guangxi,南宁市,Nanning,2022,1388,,https://www.yaochangyun.com/ypYiGai/Item1e7210da1cb9d39.html
C45C0038,广西医科大学附属武鸣医院（永宁路院区）,广西医科大学附属武鸣医院,广西壮族自治区,Guangxi,南宁市,Nanning,2024,1360,,https://www.gxmu.edu.cn/xwgk/wwtz/t226376.html
C45C0039,来宾市中医医院（北四路院区）,来宾市中医医院,广西壮族自治区,Guangxi,来宾市,Laibin,2015,420,,https://www.yanke360.com/a00c7dba-12d0-70c5-a44f-f906e28a05fb/eb495f6a-4b34-4ae7-b3f8-6aec1ec93c90.shtml
C45C0039,来宾市中医医院（北四路院区）,来宾市中医医院,广西壮族自治区,Guangxi,来宾市,Laibin,2024,420,,https://slt.gxzf.gov.cn/dtxx/tzgggs/P020250103358061295247.pdf
C45C0040,桂林市中西医结合医院主院区,桂林市中西医结合医院,广西壮族自治区,Guangxi,桂林市,Guilin,2021,534,,https://sydw.huatu.com/2021/1208/2441849.html
C45C0040,桂林市中西医结合医院主院区,桂林市中西医结合医院,广西壮族自治区,Guangxi,桂林市,Guilin,2023,586,,https://qgsydw.com/qgsydw/recruit/comrecruit/20231114/112140.html
C45C0041,广西壮族自治区桂东人民医院（梧州本部）,广西壮族自治区桂东人民医院,广西壮族自治区,Guangxi,梧州市,Wuzhou,2018,1100,,https://oss.gxgdyy.com/20201208/165422102.pdf
C45C0041,广西壮族自治区桂东人民医院（梧州本部）,广西壮族自治区桂东人民医院,广西壮族自治区,Guangxi,梧州市,Wuzhou,2019,1100,,https://www.zgoog.com/show/30335.html|https://oss.gxgdyy.com/20201208/165422102.pdf
C45C0041,广西壮族自治区桂东人民医院（梧州本部）,广西壮族自治区桂东人民医院,广西壮族自治区,Guangxi,梧州市,Wuzhou,2020,1100,,https://oss.gxgdyy.com/20201208/165422102.pdf
C45C0041,广西壮族自治区桂东人民医院（梧州本部）,广西壮族自治区桂东人民医院,广西壮族自治区,Guangxi,梧州市,Wuzhou,2021,990,,https://www.gxgdyy.com/introduce/
C45C0042,玉林市红十字会医院主院区,玉林市红十字会医院,广西壮族自治区,Guangxi,玉林市,Yulin,2024,1800,,https://m.huatu.com/ylws/yldw_zkxx/20250530/2817154.html|https://www.yl183.com/mob/arc/Arc_one.aspx?aid=1
C45C0043,贵港市中医医院主院区,贵港市中医医院,广西壮族自治区,Guangxi,贵港市,Guigang,2024,460,,https://www.gaoxiaojob.com/announcement/detail/203805.html
C45C0045,阿勒泰地区中医医院（阿勒泰地区哈萨克医医院）南区院区,阿勒泰地区中医医院（阿勒泰地区哈萨克医医院）,新疆维吾尔自治区,Xinjiang,阿勒泰地区,Altay Prefecture,2023,450,,https://ztxy.ccucm.edu.cn/info/1066/2929.htm
C45C0047,常州市儿童医院,常州市儿童医院,江苏省,Jiangsu,常州市,Changzhou,2023,850,,https://www.sohu.com/a/723167871_121123868
C45C0048,常州市德安医院,常州市德安医院,江苏省,Jiangsu,常州市,Changzhou,2022,1388,,https://y.dxy.cn/hospital/2854
C45C0050,常州市第三人民医院,常州市第三人民医院,江苏省,Jiangsu,常州市,Changzhou,2020,1000,,https://zfcg.changzhou.gov.cn/html/ns/zfjzcg_htgg/865235367756063.html
C45C0051,徐州市第七人民医院甸子院区,徐州市第七人民医院,江苏省,Jiangsu,徐州市,Xuzhou,2024,501,,https://www.xzcr.com/article/06122FR024.html
C45C0052,邳州市中医院北院,邳州市中医院,江苏省,Jiangsu,徐州市,Xuzhou,2021,860,,https://www.jswsrc.com.cn/wap/index.php?a=show&c=company&id=9413
C45C0053,宜兴市中医医院城东院区,宜兴市中医医院,江苏省,Jiangsu,无锡市,Wuxi,2024,649,,https://upload.jsw.com.cn/2024/1125/1732503022618.pdf
C45C0054,无锡市儿童医院,无锡市儿童医院,江苏省,Jiangsu,无锡市,Wuxi,2022,500,,https://www.youlai.cn/yyk/hospindex/5679/hospintro.html
C45C0055,无锡市第九人民医院,无锡市第九人民医院,江苏省,Jiangsu,无锡市,Wuxi,2023,968,,https://www.jobmd.cn/company/jobs/359158.htm
C45C0056,无锡市第五人民医院广瑞路院区,无锡市第五人民医院,江苏省,Jiangsu,无锡市,Wuxi,2017,600,,https://www.wx2h.com/news/ggdetail/index/id/203.html
C45C0056,无锡市第五人民医院广瑞路院区,无锡市第五人民医院,江苏省,Jiangsu,无锡市,Wuxi,2018,600,,https://www.wuxi.gov.cn/doc/2018/12/14/2666218.shtml
C45C0057,江阴市中医院工农路院区,江阴市中医院,江苏省,Jiangsu,无锡市,Wuxi,2024,1326,open,https://www.jiangyin.gov.cn/doc/2024/06/19/1237259.shtml|https://faxing.jkb.com.cn/home/index/download.html?goods=1&item=945128&name=jkb&page=1390552912
C45C0058,泰兴市人民医院,泰兴市人民医院,江苏省,Jiangsu,泰州市,Taizhou,2023,1600,,https://www.taixing.gov.cn/zwgk/bmxxgk/rsj/tzgg/art/2023/art_530019ce779447ca8bc84b9d458d6678.html
C45C0058,泰兴市人民医院,泰兴市人民医院,江苏省,Jiangsu,泰州市,Taizhou,2024,1600,,https://tzhh.taizhou.gov.cn/xxgk/ggtz/art/2024/art_afc11b41f6334450829964f941b9d4b1.html
C45C0059,泰州市姜堰中医院城中院区,泰州市姜堰中医院,江苏省,Jiangsu,泰州市,Taizhou,2024,700,,https://tzhh.taizhou.gov.cn/xxgk/ggtz/art/2024/art_afc11b41f6334450829964f941b9d4b1.html
C45C0060,淮安市第三人民医院本部,淮安市第三人民医院,江苏省,Jiangsu,淮安市,Huaian,2022,840,,https://y.dxy.cn/v2/hospital/2670
C45C0061,丹阳市人民医院本部,丹阳市人民医院,江苏省,Jiangsu,镇江市,Zhenjiang,2024,868,,https://www.dys120.com/html/2024/focus_1128/2491.html
C45C0062,上饶东信第五医院南院（总院）,上饶东信第五医院,江西省,Jiangxi,上饶市,Shangrao,2020,560,,https://mhos.51daifu.com/hos758/gba/1090.shtml
C45C0063,上饶市广信区人民医院本部,上饶市广信区人民医院,江西省,Jiangxi,上饶市,Shangrao,2024,700,,https://www.srsgxqrmyy.cn/Wap/Introduce
C45C0064,九江市中医医院南院,九江市中医医院,江西省,Jiangxi,九江市,Jiujiang,2021,1438,,https://y.dxy.cn/hospital/763/
C45C0066,丰城市中医院本部,丰城市中医院,江西省,Jiangxi,宜春市,Yichun,2024,800,,https://finance.sina.com.cn/stock/stockzmt/2024-07-04/doc-incayivc5798892.shtml
C45C0067,宜春市中医院新院区（本部）,宜春市中医院,江西省,Jiangxi,宜春市,Yichun,2023,800,open,https://tt.jxnews.com.cn/news/2212590
C45C0071,唐山市第四医院（唐山市肺科医院）,唐山市第四医院（唐山市肺科医院）,河北省,Hebei,唐山市,Tangshan,2020,150,,https://www.a-hospital.com/w/%E5%94%90%E5%B1%B1%E5%B8%82%E8%82%BA%E7%A7%91%E5%8C%BB%E9%99%A2
C45C0072,迁安市中医医院佛山路院区（新院区）,迁安市中医医院,河北省,Hebei,唐山市,Tangshan,2022,800,,https://9453job.com/a/226797.html
C45C0074,河北医科大学口腔医院本部院区,河北医科大学口腔医院,河北省,Hebei,石家庄市,Shijiazhuang,2023,60,,https://scc.pku.edu.cn/attached/job-info/2023-12-11/1702303122936_%E7%AC%AC%E5%8D%81%E5%9B%9B%E5%B1%8A%E4%B8%AD%E5%9B%BD%E6%B2%B3%E5%8C%97%E9%AB%98%E5%B1%82%E6%AC%A1%E4%BA%BA%E6%89%8D%E5%BC%95%E8%BF%9B%E4%BA%A4%E6%B5%81%E5%A4%A7%E4%BC%9A%E9%83%A8%E5%88%86%E5%8D%95%E4%BD%8D%E6%8B%9B%E8%81%98%E4%BF%A1%E6%81%AF.pdf
C45C0078,邢台市中心医院主院区,邢台市中心医院,河北省,Hebei,邢台市,Xingtai,2023,1200,,https://www.kq36.com/25/b5bae787d026429aae37500a5f49d547
C45C0079,邯郸明仁医院,邯郸明仁医院,河北省,Hebei,邯郸市,Handan,2023,800,,https://guoqing.china.com.cn/2023-11/22/content_116833194.htm
C45C0079,邯郸明仁医院,邯郸明仁医院,河北省,Hebei,邯郸市,Handan,2024,800,,https://finance.sina.com.cn/jjxw/2024-09-10/doc-incnsuea0875958.shtml
C45C0080,北京中医药大学东直门医院洛阳医院（洛阳市中医院）,北京中医药大学东直门医院洛阳医院（洛阳市中医院）,河南省,Henan,洛阳市,Luoyang,2023,1200,,https://news.zhuyitai.com/23/1008/e9czxs3z7l1xc0.html|https://www.sohu.com/a/693139773_121375869
C45C0082,漯河市中医院,漯河市中医院,河南省,Henan,漯河市,Luohe,2024,450,,https://hlxy.pdsu.edu.cn/info/1122/1423.htm
C45C0083,长兴县中医院,长兴县中医院,浙江省,Zhejiang,湖州市,Huzhou,2024,780,,http://www.zjcxzyy.com/columndetail.aspx?id=8128
C45C0085,海南省肿瘤医院,海南省肿瘤医院,海南省,Hainan,海口市,Haikou,2024,1200,,https://wap.cacakp.com/appnews/detail/id/16700
C45C0087,武汉市肺科医院,武汉市肺科医院,湖北省,Hubei,武汉市,Wuhan,2021,499,,https://wjw.wuhan.gov.cn/zwgk_28/fdzdgknr/czxx/bmjs/202103/P020210326752799028298.pdf
C45C0088,大冶市人民医院,大冶市人民医院,湖北省,Hubei,黄石市,Huangshi,2024,300,,https://hqbz.dyhos.cn/view/1908.html
C45C0089,澧县中医医院,澧县中医医院,湖南省,Hunan,常德市,Changde,2023,1080,,https://hunan.voc.com.cn/news/202308/22692777.html
C45C0090,石门县中医医院,石门县中医医院,湖南省,Hunan,常德市,Changde,2024,1200,,https://health.baidu.com/m/detail/ar_9353395196703418351
C45C0091,怀化市第二人民医院（洪江医院）,怀化市第二人民医院,湖南省,Hunan,怀化市,Huaihua,2021,220,,https://hjq.huaihua.gov.cn/hjq/c132379/202102/a8573d2b13f94fd1808d11c3e7d6730a.shtml
C45C0092,湘潭市中医医院,湘潭市中医医院,湖南省,Hunan,湘潭市,Xiangtan,2022,520,,https://www.xtszyyy.com/xwdt/yyxw/2022-08-20/2542.html
C45C0092,湘潭市中医医院,湘潭市中医医院,湖南省,Hunan,湘潭市,Xiangtan,2024,520,,https://xtszyyy.com/xwdt/zlxx/2024-08-01/3307.html
C45C0093,常宁市中医医院,常宁市中医医院,湖南省,Hunan,衡阳市,Hengyang,2024,900,,https://3g.kq36.com/25/f48ccd09d0024ce790e1eb1c2f7f0895
C45C0094,正大邵阳骨伤科医院,正大邵阳骨伤科医院,湖南省,Hunan,邵阳市,Shaoyang,2023,700,,https://www.sohu.com/a/665899430_165239
C45C0095,宁乡市中医医院,宁乡市中医医院,湖南省,Hunan,长沙市,Changsha,2017,800,,https://www.sohu.com/a/164058045_118779
C45C0096,浏阳市中医医院,浏阳市中医医院,湖南省,Hunan,长沙市,Changsha,2024,1600,,https://www.xiangshengnet.com/info/43262.html?cid=5
C45C0097,长沙市口腔医院（友谊路院区）,长沙市口腔医院,湖南省,Hunan,长沙市,Changsha,2020,50,,https://health.rednet.cn/content/2020/12/15/8704738.html
C45C0097,长沙市口腔医院（友谊路院区）,长沙市口腔医院,湖南省,Hunan,长沙市,Changsha,2021,50,,https://www.hnpa.org.cn/2021/changsha_0429/22.html
C45C0097,长沙市口腔医院（友谊路院区）,长沙市口腔医院,湖南省,Hunan,长沙市,Changsha,2022,50,,https://9453job.com/a/216190.html
C45C0097,长沙市口腔医院（友谊路院区）,长沙市口腔医院,湖南省,Hunan,长沙市,Changsha,2023,50,,https://m.cs.bendibao.com/job/109967.shtm|https://www.csskqyy.cn/11101325380.pdf
C45C0098,天水市第三人民医院,天水市第三人民医院,甘肃省,Gansu,天水市,Tianshui,2024,945,,https://m.keopha.com/gansu/tianshuishi/85743.html
C45C0100,三明市中西医结合医院,三明市中西医结合医院,福建省,Fujian,三明市,Sanming,2015,545,,https://app.hxrc.com/services/rcjlh/twxx_246606.html
C45C0100,三明市中西医结合医院,三明市中西医结合医院,福建省,Fujian,三明市,Sanming,2016,545,,https://www.sm.gov.cn/smsrmzfbgs/smsrmzf/zfxxgkml_2/ghjh/201612/t20161223_560671.htm
C45C0102,厦门大学附属心血管病医院,厦门大学附属心血管病医院,福建省,Fujian,厦门市,Xiamen,2024,550,,https://www.xmheart.com/media-coverage-3842.html
C45C0103,复旦大学附属中山医院厦门医院,复旦大学附属中山医院厦门医院,福建省,Fujian,厦门市,Xiamen,2024,800,,https://chima.org.cn/Html/News/Articles/16950.html
C45C0104,福建中医药大学附属第三人民医院,福建中医药大学附属第三人民医院,福建省,Fujian,福州市,Fuzhou,2024,500,,https://www.fjsdsrmyy.com/about_yyjj.aspx
C45C0105,上海交通大学医学院附属上海儿童医学中心贵州医院,上海交通大学医学院附属上海儿童医学中心贵州医院,贵州省,Guizhou,贵阳市,Guiyang,2023,500,,https://rst.guizhou.gov.cn/zwgk/zdlyxx/sydwgkzp/202402/t20240208_83804493.html
C45C0107,德江县人民医院,德江县人民医院,贵州省,Guizhou,铜仁市,Tongren,2024,900,,https://y.dxy.cn/hospital/2770
C45C0108,思南县人民医院（双塘新院区）,思南县人民医院,贵州省,Guizhou,铜仁市,Tongren,2024,1000,,https://szb.eyesnews.cn/pad/cont/202404/25/content_122983.html
C45C0109,抚顺市中医院,抚顺市中医院,辽宁省,Liaoning,抚顺市,Fushun,2018,960,,https://fswjw.fushun.gov.cn/wsbs/004003/20180910/8def8de4-b731-4322-9920-5862ff760887.html|https://www.dayi.org.cn/hospital/1125922.html
C45C0110,本溪市中医院,本溪市中医院,辽宁省,Liaoning,本溪市,Benxi,2024,282,,https://www.bxzyy.com/about.html
C45C0112,鞍山市中医院,鞍山市中医院,辽宁省,Liaoning,鞍山市,Anshan,2024,200,,https://www.kq36.com/25/895d67a54bae4a8bb2c24f655b2ff795
C45C0113,重庆医药高等专科学校附属第一医院,重庆医药高等专科学校附属第一医院,重庆市,Chongqing,重庆市,Chongqing,2022,800,,https://www.jobmd.cn/jobnotice/22688
C45C0114,青海省第四人民医院,青海省第四人民医院,青海省,Qinghai,西宁市,Xining,2024,800,,https://www.qhggzyjy.gov.cn/ggzy/jyxx/001001/001001001/20241017/cd170b67-2e49-4db4-ad23-4329bcede36f.html
F72P000001,云南省传染病医院（石安公路院区）,云南省传染病医院,云南省,Yunnan,昆明市,Kunming,2022,500,,https://m.bidcenter.com.cn/newsrili-1-168532258.html
F72P000003,延边中医医院（延吉市中医医院）梨花路院区,延边中医医院（延吉市中医医院）,吉林省,Jilin,延边朝鲜族自治州,Yanbian Korean Autonomous Prefecture,2023,400,,https://3g.kq36.com/25/f9a045e2200f4c9a8349b3b3c21e6236
F72P000003,延边中医医院（延吉市中医医院）梨花路院区,延边中医医院（延吉市中医医院）,吉林省,Jilin,延边朝鲜族自治州,Yanbian Korean Autonomous Prefecture,2024,400,,https://www.ggj.gov.cn/jn/tfiles/ENTYPATH/files/enty/EF20240823398337055575.pdf
F72P000004,长春市第四医院（长吉南线院区）,长春市第四医院,吉林省,Jilin,长春市,Changchun,2014,412,,https://y.dxy.cn/hospital/1899
F72P000005,中国中医科学院西苑医院济宁医院（济宁市中医院）新院区,中国中医科学院西苑医院济宁医院（济宁市中医院）,山东省,Shandong,济宁市,Jining,2024,1300,open,https://www.jining.gov.cn/art/2024/3/19/art_182_2866558.html|https://www.jnszyy.com/view.php?id=1
F72P000006,山东大学齐鲁第三医院（合肥路院区）,山东大学齐鲁第三医院,山东省,Shandong,青岛市,Qingdao,2024,2400,,https://jobcareer.sdu.edu.cn/eweb/jygl/index.so?id=XvCAWvRAm2dQyh4EHF4yD9&modcode=jygl_zpxxck&subsyscode=zpfw&type=ssoViewZpxx
F72P000008,广东省职业病防治院（海康街院区）,广东省职业病防治院,广东省,Guangdong,广州市,Guangzhou,2023,103,,https://zh.wikipedia.org/wiki/%E5%B9%BF%E4%B8%9C%E7%9C%81%E8%81%8C%E4%B8%9A%E7%97%85%E9%98%B2%E6%B2%BB%E9%99%A2
F72P000008,广东省职业病防治院（海康街院区）,广东省职业病防治院,广东省,Guangdong,广州市,Guangzhou,2024,103,,https://mp.weixin.qq.com/s/20DeTYbCoMrx0hdwbawjAQ
F72P000009,广州中医药大学第一附属医院白云医院（鹤龙七路院区）,广州中医药大学第一附属医院白云医院,广东省,Guangdong,广州市,Guangzhou,2023,300,,https://sthjj.gz.gov.cn/hjgl/jsxm/hpspqgs/content/post_9290056.html
F72P000010,广州医科大学附属市八医院（嘉禾院区）,广州医科大学附属市八医院,广东省,Guangdong,广州市,Guangzhou,2021,1100,,https://static.nfnews.com/content/202103/14/c4935791.html
F72P000010,广州医科大学附属市八医院（嘉禾院区）,广州医科大学附属市八医院,广东省,Guangdong,广州市,Guangzhou,2024,,open,https://www.cn-healthcare.com/article/20230601/content-579087.html
F72P000011,惠州市第六人民医院（爱民东路院区）,惠州市第六人民医院,广东省,Guangdong,惠州市,Huizhou,2024,1124,,https://www.hzsdlrmyy.com/img/file/20251031181559_bfea464edbd58475d582f4d0a92dc121.pdf
F72P000012,中山大学附属第三医院粤东医院（公园北路院区）,中山大学附属第三医院粤东医院,广东省,Guangdong,梅州市,Meizhou,2023,800,,https://www.gdmx.gov.cn/attachment/0/197/197614/2684247.pdf
F72P000013,汕头国际眼科中心（东厦北路主院）,汕头大学·香港中文大学联合汕头国际眼科中心,广东省,Guangdong,汕头市,Shantou,2024,100,,https://www.stu.edu.cn/files/STU-intro-cn.pdf
F72P000014,汕头大学医学院附属肿瘤医院（大学路院区）,汕头大学医学院附属肿瘤医院,广东省,Guangdong,汕头市,Shantou,2023,800,,https://www.stu.edu.cn/info/1085/10379.htm
F72P000015,中国医学科学院肿瘤医院深圳医院（宝荷院区）,中国医学科学院肿瘤医院深圳医院,广东省,Guangdong,深圳市,Shenzhen,2017,,open,https://www.sz.gov.cn/cn/xxgk/zfxxgj/gqdt/content/post_11144291.html
F72P000015,中国医学科学院肿瘤医院深圳医院（宝荷院区）,中国医学科学院肿瘤医院深圳医院,广东省,Guangdong,深圳市,Shenzhen,2022,869,,https://www.cicams-sz.org.cn/attachment/0/64/64257/952867.pdf
F72P000015,中国医学科学院肿瘤医院深圳医院（宝荷院区）,中国医学科学院肿瘤医院深圳医院,广东省,Guangdong,深圳市,Shenzhen,2023,936,,https://www.cicams-sz.org.cn/wygk/yyxw/mtbd/content/post_1429207.html
F72P000015,中国医学科学院肿瘤医院深圳医院（宝荷院区）,中国医学科学院肿瘤医院深圳医院,广东省,Guangdong,深圳市,Shenzhen,2024,933,,https://www.cicams-sz.org.cn/attachment/0/95/95457/1614278.pdf
F72P000016,英德市中医院（峰光西路院本部）,英德市中医院,广东省,Guangdong,清远市,Qingyuan,2024,460,,https://www.yingde.gov.cn/zwgk/rsxx/zpxx/content/post_1858137.html
F72P000017,潮州市人民医院（城新路院本部）,潮州市人民医院,广东省,Guangdong,潮州市,Chaozhou,2024,1200,,https://www.chaozhou.gov.cn/zwgk/szfgz/srlzy/tzgg/content/mpost_3881336.html
F72P000018,广东省中医院珠海医院（景乐路院区）,广东省中医院珠海医院,广东省,Guangdong,珠海市,Zhuhai,2020,700,,https://y.dxy.cn/hospital/1708
F72P000019,遵义医科大学第五附属（珠海）医院（珠峰大道主院区）,遵义医科大学第五附属（珠海）医院,广东省,Guangdong,珠海市,Zhuhai,2024,860,,https://m.huatu.com/ylws/yldw_zkxx/20231220/2713982.html|https://www.zmufivehospital.com/sohw/12085.html
F72P000020,茂名市人民医院（为民路总部）,茂名市人民医院,广东省,Guangdong,茂名市,Maoming,2020,2000,,https://mhos.51daifu.com/hos231/gba/1189.shtml|https://y.dxy.cn/hospital/1583
F72P000020,茂名市人民医院（为民路总部）,茂名市人民医院,广东省,Guangdong,茂名市,Maoming,2022,2500,,https://www.sohu.com/a/544282808_121123706
F72P000021,阳春市中医院（拥军路院区）,阳春市中医院,广东省,Guangdong,阳江市,Yangjiang,2024,600,,https://www.yangchun.gov.cn/zxzx/ycyw/content/post_837689.html
F72P000022,兴安界首骨伤医院界首总院,兴安界首骨伤医院,广西壮族自治区,Guangxi,桂林市,Guilin,2024,883,,https://yjs.cd120.com/upload/files/2024/3/4af6df8f0ec5c913.pdf
